high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
53530000,Breakfast tart,"Doughnuts, sweet rolls, pastries",71.8,1.8,1 Pop Tart,54.0,38.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,23.8,13.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53530000,Breakfast tart,"Doughnuts, sweet rolls, pastries",71.8,1.8,1 Pop Tart,54.0,38.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,38.2,-0.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53530010,"Breakfast tart, lowfat","Doughnuts, sweet rolls, pastries",76.8,1.5,1 Pop Tart,52.0,39.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,39.7,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53530010,"Breakfast tart, lowfat","Doughnuts, sweet rolls, pastries",76.8,1.5,1 Pop Tart,52.0,39.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,24.9,14.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53530010,"Breakfast tart, lowfat","Doughnuts, sweet rolls, pastries",76.8,1.5,1 Pop Tart,52.0,39.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,39.3,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610100,"Coffee cake, crumb or quick-bread type","Doughnuts, sweet rolls, pastries",51.3,1.4,"1 cake (9"" square)",692.0,354.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,354.7,-9.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610100,"Coffee cake, crumb or quick-bread type","Doughnuts, sweet rolls, pastries",51.3,1.4,"1 cake (9"" square)",692.0,354.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,339.9,5.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610100,"Coffee cake, crumb or quick-bread type","Doughnuts, sweet rolls, pastries",51.3,1.4,"1 cake (9"" square)",692.0,354.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,354.3,-9.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610170,"Coffee cake, crumb or quick-bread type, with fruit","Doughnuts, sweet rolls, pastries",50.2,1.2,"1 cake (9"" square)",785.0,393.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,393.6,-9.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610170,"Coffee cake, crumb or quick-bread type, with fruit","Doughnuts, sweet rolls, pastries",50.2,1.2,"1 cake (9"" square)",785.0,393.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,378.8,5.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610170,"Coffee cake, crumb or quick-bread type, with fruit","Doughnuts, sweet rolls, pastries",50.2,1.2,"1 cake (9"" square)",785.0,393.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,393.2,-9.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled","Doughnuts, sweet rolls, pastries",45.1,1.2,"1 cake (8"" square)",568.0,256.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,255.8,-6.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled","Doughnuts, sweet rolls, pastries",45.1,1.2,"1 cake (8"" square)",568.0,256.0,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,241.0,8.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled","Doughnuts, sweet rolls, pastries",45.1,1.2,"1 cake (8"" square)",568.0,256.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,255.4,-6.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102010,Graham crackers,Cookies and brownies,77.7,3.4,1 large rectangular piece or 2 squares or 4 small rectangular pieces,15.0,11.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,11.4,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102010,Graham crackers,Cookies and brownies,77.7,3.4,1 large rectangular piece or 2 squares or 4 small rectangular pieces,15.0,11.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,11.1,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102015,Graham crackers (Teddy Grahams),Cookies and brownies,77.7,3.4,1 cracker,1.0,0.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,0.6,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102015,Graham crackers (Teddy Grahams),Cookies and brownies,77.7,3.4,1 cracker,1.0,0.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,0.2,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102020,"Graham crackers, chocolate covered",Cookies and brownies,66.8,2.2,1 cracker,25.0,16.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,16.5,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102020,"Graham crackers, chocolate covered",Cookies and brownies,66.8,2.2,1 cracker,25.0,16.7,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,1.7,14.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102020,"Graham crackers, chocolate covered",Cookies and brownies,66.8,2.2,1 cracker,25.0,16.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,16.1,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102060,"Crackers, Cuban",Cookies and brownies,73.8,1.0,1 cracker,5.0,3.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102060,"Crackers, Cuban",Cookies and brownies,73.8,1.0,1 cracker,5.0,3.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102100,"Graham crackers, reduced fat",Cookies and brownies,78.0,5.7,1 large rectangular piece or 2 squares or 4 small rectangular pieces,20.0,15.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,15.4,-1.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102100,"Graham crackers, reduced fat",Cookies and brownies,78.0,5.7,1 large rectangular piece or 2 squares or 4 small rectangular pieces,20.0,15.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,0.6,13.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102100,"Graham crackers, reduced fat",Cookies and brownies,78.0,5.7,1 large rectangular piece or 2 squares or 4 small rectangular pieces,20.0,15.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,15.0,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102200,"Graham crackers, sandwich, with filling",Cookies and brownies,72.1,1.5,1 sandwich,5.0,3.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.4,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
54102200,"Graham crackers, sandwich, with filling",Cookies and brownies,72.1,1.5,1 sandwich,5.0,3.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.0,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801000,Funnel cake with sugar,"Doughnuts, sweet rolls, pastries",43.5,1.0,"1 cake (6"" dia)",90.0,39.1,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,38.9,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801000,Funnel cake with sugar,"Doughnuts, sweet rolls, pastries",43.5,1.0,"1 cake (6"" dia)",90.0,39.1,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,24.1,13.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801000,Funnel cake with sugar,"Doughnuts, sweet rolls, pastries",43.5,1.0,"1 cake (6"" dia)",90.0,39.1,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,38.6,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801010,Funnel cake with sugar and fruit,"Doughnuts, sweet rolls, pastries",55.2,0.9,"1 cake (6"" dia)",135.0,74.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,74.3,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801010,Funnel cake with sugar and fruit,"Doughnuts, sweet rolls, pastries",55.2,0.9,"1 cake (6"" dia)",135.0,74.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,59.5,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55801010,Funnel cake with sugar and fruit,"Doughnuts, sweet rolls, pastries",55.2,0.9,"1 cake (6"" dia)",135.0,74.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,73.9,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
61113500,Lemon pie filling,"Jams, syrups, toppings",68.9,0.4,1 cup,260.0,179.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,179.0,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
61113500,Lemon pie filling,"Jams, syrups, toppings",68.9,0.4,1 cup,260.0,179.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,164.2,13.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
61113500,Lemon pie filling,"Jams, syrups, toppings",68.9,0.4,1 cup,260.0,179.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,178.6,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63113030,Cherry pie filling,"Jams, syrups, toppings",28.6,0.9,1 cup,260.0,74.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,74.1,-2.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63113030,Cherry pie filling,"Jams, syrups, toppings",28.6,0.9,1 cup,260.0,74.3,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,59.3,12.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63113030,Cherry pie filling,"Jams, syrups, toppings",28.6,0.9,1 cup,260.0,74.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,73.7,-2.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63203700,Blueberry pie filling,"Jams, syrups, toppings",44.4,2.6,1 cup,260.0,115.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,115.2,-6.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63203700,Blueberry pie filling,"Jams, syrups, toppings",44.4,2.6,1 cup,260.0,115.4,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,100.4,8.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
63203700,Blueberry pie filling,"Jams, syrups, toppings",44.4,2.6,1 cup,260.0,115.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,114.8,-6.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300010,"Syrup, NFS","Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,222.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300010,"Syrup, NFS","Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,207.7,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300010,"Syrup, NFS","Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,222.1,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300100,Pancake syrup,"Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,222.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300100,Pancake syrup,"Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,207.7,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91300100,Pancake syrup,"Jams, syrups, toppings",69.6,0.0,1 cup,320.0,222.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,222.1,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301030,Corn syrup,"Jams, syrups, toppings",76.8,0.0,1 cup,320.0,245.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,245.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301030,Corn syrup,"Jams, syrups, toppings",76.8,0.0,1 cup,320.0,245.7,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,230.7,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301030,Corn syrup,"Jams, syrups, toppings",76.8,0.0,1 cup,320.0,245.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,245.1,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301050,Blueberry syrup,"Jams, syrups, toppings",85.1,0.1,1 cup,320.0,272.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,272.2,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301050,Blueberry syrup,"Jams, syrups, toppings",85.1,0.1,1 cup,320.0,272.4,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,257.4,14.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301050,Blueberry syrup,"Jams, syrups, toppings",85.1,0.1,1 cup,320.0,272.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,271.8,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301080,Chocolate syrup,"Jams, syrups, toppings",67.2,0.0,1 cup,320.0,215.1,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,214.9,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301080,Chocolate syrup,"Jams, syrups, toppings",67.2,0.0,1 cup,320.0,215.1,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,200.1,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301080,Chocolate syrup,"Jams, syrups, toppings",67.2,0.0,1 cup,320.0,215.1,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,214.5,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301081,"Chocolate syrup, light","Jams, syrups, toppings",34.6,0.0,1 cup,240.0,82.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,82.7,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301081,"Chocolate syrup, light","Jams, syrups, toppings",34.6,0.0,1 cup,240.0,82.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,67.9,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301081,"Chocolate syrup, light","Jams, syrups, toppings",34.6,0.0,1 cup,240.0,82.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,82.4,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301100,Simple syrup,"Jams, syrups, toppings",45.6,0.0,1 cup,320.0,145.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,145.6,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301100,Simple syrup,"Jams, syrups, toppings",45.6,0.0,1 cup,320.0,145.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,130.8,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301100,Simple syrup,"Jams, syrups, toppings",45.6,0.0,1 cup,320.0,145.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,145.3,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301130,Strawberry drink syrup,"Jams, syrups, toppings",65.1,0.0,1 cup,320.0,208.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,208.1,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
91301130,Strawberry drink syrup,"Jams, syrups, toppings",65.1,0.0,1 cup,320.0,208.3,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,193.3,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
